MatchID,OldMatchday,NewMatchday,Date,Home,Away,SeasonID,BackupTimestamp
9034777,1,1,2016-08-06,Barrow,Aldershot,97,2026-05-27T16:16:45
9034788,1,1,2016-08-06,Wrexham,Dover Athletic,97,2026-05-27T16:16:45
9034778,1,1,2016-08-06,Boreham Wood,Forest Green,97,2026-05-27T16:16:45
9034780,1,1,2016-08-06,Dag and Red,Southport,97,2026-05-27T16:16:45
9034779,1,1,2016-08-06,Bromley,Tranmere,97,2026-05-27T16:16:45
9034781,1,1,2016-08-06,Eastleigh,Guiseley,97,2026-05-27T16:16:45
9034782,1,1,2016-08-06,Gateshead,Chester,97,2026-05-27T16:16:45
9034787,1,1,2016-08-06,Woking,Lincoln,97,2026-05-27T16:16:45
9034783,1,1,2016-08-06,Macclesfield,Torquay,97,2026-05-27T16:16:45
9034784,1,1,2016-08-06,Maidstone,York,97,2026-05-27T16:16:45
9034785,1,1,2016-08-06,North Ferriby,Braintree Town,97,2026-05-27T16:16:45
9034786,1,1,2016-08-06,Sutton,Solihull,97,2026-05-27T16:16:45
9034794,2,2,2016-08-09,Guiseley,Wrexham,97,2026-05-27T16:16:45
9034789,2,2,2016-08-09,Aldershot,Maidstone,97,2026-05-27T16:16:45
9034790,2,2,2016-08-09,Braintree Town,Eastleigh,97,2026-05-27T16:16:45
9034792,2,2,2016-08-09,Dover Athletic,Boreham Wood,97,2026-05-27T16:16:45
9034791,2,2,2016-08-09,Chester,Dag and Red,97,2026-05-27T16:16:45
9034797,2,2,2016-08-09,Southport,Gateshead,97,2026-05-27T16:16:45
9034793,2,2,2016-08-09,Forest Green,Sutton,97,2026-05-27T16:16:45
9034795,2,2,2016-08-09,Lincoln,North Ferriby,97,2026-05-27T16:16:45
9034796,2,2,2016-08-09,Solihull,Woking,97,2026-05-27T16:16:45
9034798,2,2,2016-08-09,Torquay,Bromley,97,2026-05-27T16:16:45
9034799,2,2,2016-08-09,Tranmere,Barrow,97,2026-05-27T16:16:45
9034800,2,2,2016-08-09,York,Macclesfield,97,2026-05-27T16:16:45
9034806,3,3,2016-08-13,Guiseley,Dag and Red,97,2026-05-27T16:16:45
9034801,3,3,2016-08-13,Aldershot,Wrexham,97,2026-05-27T16:16:45
9034802,3,3,2016-08-13,Braintree Town,Macclesfield,97,2026-05-27T16:16:45
9034804,3,3,2016-08-13,Dover Athletic,North Ferriby,97,2026-05-27T16:16:45
9034803,3,3,2016-08-13,Chester,Maidstone,97,2026-05-27T16:16:45
9034809,3,3,2016-08-13,Southport,Woking,97,2026-05-27T16:16:45
9034805,3,3,2016-08-13,Forest Green,Gateshead,97,2026-05-27T16:16:45
9034807,3,3,2016-08-13,Lincoln,Sutton,97,2026-05-27T16:16:45
9034808,3,3,2016-08-13,Solihull,Bromley,97,2026-05-27T16:16:45
9034810,3,3,2016-08-13,Torquay,Barrow,97,2026-05-27T16:16:45
9034811,3,3,2016-08-13,Tranmere,Eastleigh,97,2026-05-27T16:16:45
9034812,3,3,2016-08-13,York,Boreham Wood,97,2026-05-27T16:16:45
9034813,4,4,2016-08-16,Barrow,Chester,97,2026-05-27T16:16:45
9034824,4,4,2016-08-16,Wrexham,Solihull,97,2026-05-27T16:16:45
9034814,4,4,2016-08-16,Boreham Wood,Tranmere,97,2026-05-27T16:16:45
9034816,4,4,2016-08-16,Dag and Red,Lincoln,97,2026-05-27T16:16:45
9034815,4,4,2016-08-16,Bromley,Aldershot,97,2026-05-27T16:16:45
9034817,4,4,2016-08-16,Eastleigh,Dover Athletic,97,2026-05-27T16:16:45
9034818,4,4,2016-08-16,Gateshead,York,97,2026-05-27T16:16:45
9034823,4,4,2016-08-16,Woking,Forest Green,97,2026-05-27T16:16:45
9034819,4,4,2016-08-16,Macclesfield,Southport,97,2026-05-27T16:16:45
9034820,4,4,2016-08-16,Maidstone,Braintree Town,97,2026-05-27T16:16:45
9034821,4,4,2016-08-16,North Ferriby,Guiseley,97,2026-05-27T16:16:45
9034822,4,4,2016-08-16,Sutton,Torquay,97,2026-05-27T16:16:45
9034836,5,5,2016-08-20,Wrexham,Eastleigh,97,2026-05-27T16:16:45
9034825,5,5,2016-08-20,Boreham Wood,Chester,97,2026-05-27T16:16:45
9034826,5,5,2016-08-20,Braintree Town,Aldershot,97,2026-05-27T16:16:45
9034828,5,5,2016-08-20,Dover Athletic,Barrow,97,2026-05-27T16:16:45
9034827,5,5,2016-08-20,Bromley,Gateshead,97,2026-05-27T16:16:45
9034835,5,5,2016-08-20,Woking,Dag and Red,97,2026-05-27T16:16:45
9034829,5,5,2016-08-20,Forest Green,York,97,2026-05-27T16:16:45
9034830,5,5,2016-08-20,Lincoln,Southport,97,2026-05-27T16:16:45
9034831,5,5,2016-08-20,North Ferriby,Torquay,97,2026-05-27T16:16:45
9034832,5,5,2016-08-20,Solihull,Guiseley,97,2026-05-27T16:16:45
9034833,5,5,2016-08-20,Sutton,Macclesfield,97,2026-05-27T16:16:45
9034834,5,5,2016-08-20,Tranmere,Maidstone,97,2026-05-27T16:16:45
9034838,6,6,2016-08-27,Barrow,Braintree Town,97,2026-05-27T16:16:45
9034843,6,6,2016-08-27,Guiseley,Bromley,97,2026-05-27T16:16:45
9034837,6,6,2016-08-27,Aldershot,North Ferriby,97,2026-05-27T16:16:45
9034840,6,6,2016-08-27,Dag and Red,Wrexham,97,2026-05-27T16:16:45
9034839,6,6,2016-08-27,Chester,Sutton,97,2026-05-27T16:16:45
9034841,6,6,2016-08-27,Eastleigh,Solihull,97,2026-05-27T16:16:45
9034842,6,6,2016-08-27,Gateshead,Boreham Wood,97,2026-05-27T16:16:45
9034846,6,6,2016-08-27,Southport,Tranmere,97,2026-05-27T16:16:45
9034844,6,6,2016-08-27,Macclesfield,Lincoln,97,2026-05-27T16:16:45
9034845,6,6,2016-08-27,Maidstone,Forest Green,97,2026-05-27T16:16:45
9034847,6,6,2016-08-27,Torquay,Dover Athletic,97,2026-05-27T16:16:45
9034848,6,6,2016-08-27,York,Woking,97,2026-05-27T16:16:45
9034860,7,7,2016-08-29,Wrexham,York,97,2026-05-27T16:16:45
9034849,7,7,2016-08-29,Boreham Wood,Maidstone,97,2026-05-27T16:16:45
9034850,7,7,2016-08-29,Braintree Town,Torquay,97,2026-05-27T16:16:45
9034852,7,7,2016-08-29,Dover Athletic,Aldershot,97,2026-05-27T16:16:45
9034851,7,7,2016-08-29,Bromley,Eastleigh,97,2026-05-27T16:16:45
9034859,7,7,2016-08-29,Woking,Chester,97,2026-05-27T16:16:45
9034853,7,7,2016-08-29,Forest Green,Southport,97,2026-05-27T16:16:45
9034854,7,7,2016-08-29,Lincoln,Gateshead,97,2026-05-27T16:16:45
9034855,7,7,2016-08-29,North Ferriby,Barrow,97,2026-05-27T16:16:45
9034856,7,7,2016-08-29,Solihull,Macclesfield,97,2026-05-27T16:16:45
9034857,7,7,2016-08-29,Sutton,Dag and Red,97,2026-05-27T16:16:45
9034858,7,7,2016-08-29,Tranmere,Guiseley,97,2026-05-27T16:16:45
9034862,8,8,2016-09-03,Barrow,Bromley,97,2026-05-27T16:16:45
9034867,8,8,2016-09-03,Guiseley,Braintree Town,97,2026-05-27T16:16:45
9034861,8,8,2016-09-03,Aldershot,Tranmere,97,2026-05-27T16:16:45
9034864,8,8,2016-09-03,Dag and Red,Boreham Wood,97,2026-05-27T16:16:45
9034863,8,8,2016-09-03,Chester,Forest Green,97,2026-05-27T16:16:45
9034865,8,8,2016-09-03,Eastleigh,North Ferriby,97,2026-05-27T16:16:45
9034866,8,8,2016-09-03,Gateshead,Sutton,97,2026-05-27T16:16:45
9034870,8,8,2016-09-03,Southport,Dover Athletic,97,2026-05-27T16:16:45
9034868,8,8,2016-09-03,Macclesfield,Woking,97,2026-05-27T16:16:45
9034869,8,8,2016-09-03,Maidstone,Wrexham,97,2026-05-27T16:16:45
9034871,8,8,2016-09-03,Torquay,Lincoln,97,2026-05-27T16:16:45
9034872,8,8,2016-09-03,York,Solihull,97,2026-05-27T16:16:45
9034874,9,9,2016-09-10,Barrow,Boreham Wood,97,2026-05-27T16:16:45
9034879,9,9,2016-09-10,Guiseley,Woking,97,2026-05-27T16:16:45
9034884,9,9,2016-09-10,Wrexham,Sutton,97,2026-05-27T16:16:45
9034873,9,9,2016-09-10,Aldershot,Chester,97,2026-05-27T16:16:45
